ID_CONTRATO,DESCRIPCION,ACTIVIDAD,CALLE,NUMERO,ENTRE CALLES,COLONIA,LATITUD,LONGITUD,CONTRATO,RECURSOS DE PROYECTOS PARTICIPATIVO,ORIGEN DE LA INFORMACION ,FECHA DE INICIO,FECHA DE TERMINO,AVANCE,CARPETA ASFµLTICA M2,BOLARDOS PZ,REVO DE VELOCIDAD (REVO) PZ,BANQUETAS Y GUARNICIONES M2,LUMINARIAS PZ,IMPERMEABILIZACION M2,PINTURA M2,INSTALACION HIDRAULICA M,INSTALACION DE DRENAJE M,KIT DEJUEGOS EN PARQUES Y ESPACIOS PUBLICOS PZ,VEGETACION INSTALADA EN PARQUES Y ESPACIOS PUBLICOS,SISTEMA DE RIEGO EN PARQUES Y ESPACIOS PUBLICOS ,CENTROS Y ESPACIOS DEPORTIVOS,REHABILITACION DE ESCUELAS PUBLICAS,REHABILITACION DE CENDI,REHABILITACION DE TABLEROS ELECTRICOS EN MERCADOS PUBLICOS PZ,REHABILITACION_BOMBAS,REHABILITACION DE SISTEMA DE DRENAJE EN MERCADOS PUBLICOS M,REHABILITACION DE TECHUMBRE EN MERCADOS PUBLICOS M,ESTUDIOS TECNICOS,RESPONSABLE DE PROPORCIONAR LA INFORMACION 
453,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,73,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41053,-99.2416,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/05/1931,26/06/2029,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
454,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,73,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41053,-99.2416,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2001,26/06/1930,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
455,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,SIN NUMERO,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41042,-99.24201,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2002,26/07/2001,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
456,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,85,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41042,-99.24201,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2003,26/07/2002,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
457,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,85,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41012,-99.24229,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2004,26/07/2003,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
458,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,SIN NUMERO,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41012,-99.24229,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2005,26/07/2004,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
459,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,SIN NUMERO,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41012,-99.24229,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2006,26/07/2005,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
460,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,109,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.41012,-99.24229,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2007,26/07/2006,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
461,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,109,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.40962,-99.24253,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2008,26/07/2007,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
462,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,121,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.40962,-99.24253,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2009,26/07/2008,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
463,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE JAZMINES ,121,ESQUINA BOSQUE DE MORAS ,BOSQUE DE LAS LOMAS,19.40962,-99.24253,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2010,26/07/2009,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
464,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE MORAS ,SIN NUMERO,ESQUINA BOSQUE DE JAZMINES ,BOSQUE DE LAS LOMAS,19.40917,-99.24284,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2011,26/07/2010,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
465,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE MORAS ,SIN NUMERO,ESQUINA BOSQUE DE JAZMINES ,BOSQUE DE LAS LOMAS,19.40917,-99.24284,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2012,26/07/2011,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
466,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,SIN NUMERO,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2013,26/07/2012,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
467,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,SIN NUMERO,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2014,26/07/2013,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
468,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,SIN NUMERO,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2015,26/07/2014,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
469,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,SIN NUMERO,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2016,26/07/2015,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
470,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,SIN NUMERO,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2017,26/07/2016,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
471,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,18A,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2018,26/07/2017,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
472,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,18A,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40692,-99.24778,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2019,26/07/2018,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
473,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,18A,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40607,-99.24765,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2020,26/07/2019,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
474,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,18A,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40607,-99.24765,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2021,26/07/2020,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
475,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,18A,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40607,-99.24765,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2022,26/07/2021,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
476,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE BALSAS,260,BOSQUE DE ALERCES Y GRANADOS ,BOSQUE DE LAS LOMAS,19.40607,-99.24765,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2023,26/07/2022,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
477,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,260,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40553,-99.24711,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2024,26/07/2023,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
478,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,SIN NUMERO,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40553,-99.24711,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2025,26/07/2024,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
479,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,SIN NUMERO,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40553,-99.24711,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2026,26/07/2025,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
480,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,SIN NUMERO,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40553,-99.24711,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2027,26/07/2026,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
481,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,SIN NUMERO,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40553,-99.24711,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2028,26/07/2027,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
482,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,SIN NUMERO,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40535,-99.24791,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/2029,26/07/2028,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
483,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,SIN NUMERO,ESQUINA BOSQUE DE BALSAS ,BOSQUE DE LAS LOMAS,19.40535,-99.24791,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/06/1930,26/07/2029,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
484,REHABILITACION DE LA CARPETA ASFALTICA BACHEO Y MAPEO EN DIVERSAS COLONIAS UBICADAS DENTRO DEL PERIMETRO DE LA ALCALDIA MIGUEL HIDALGO II.,BACHEO,BOSQUES DE ALERCES ,403,ESQUINA CON BOSQUES DE CASTANOS ,BOSQUE DE LAS LOMAS,19.40488,-99.25014,AMH-LPNO-007-25,NO,JUD DE  SUPERVISION DE OBRAS POR CONTRATO ,26/07/2001,26/07/1930,PROCESO DE EJECUCION ,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
